True (T) or No Data (C);Year;Solar Longitude;Sol;Wind Speed m/sec;Wind Direction;Pressure mb;Temp F;Temp C
T;1;126.375;18.34;3.9;174;7.64;-62.59;-52.55
T;1;126.394;18.38;3.1;190;7.64;-59.35;-50.75
T;1;126.414;18.42;2.3;233;7.64;-49.94;-45.52
T;1;126.433;18.46;2.6;293;7.64;-44.41;-42.45
T;1;126.453;18.5;2.9;308;7.64;-38.18;-38.99
T;1;126.473;18.54;3.9;339;7.64;-37.16;-38.42
T;1;126.492;18.58;3.4;342;7.64;-28.23;-33.46
T;1;126.512;18.62;2.7;317;7.64;-24.11;-31.17
T;1;126.531;18.66;3;324;7.61;-23.93;-31.07
T;1;126.551;18.7;3.2;326;7.56;-30.46;-34.7
T;1;126.571;18.74;2.8;336;7.56;-33.95;-36.64
T;1;126.59;18.78;1.8;332;7.64;-46.97;-43.87
T;1;126.61;18.82;1.9;324;7.64;-62.1;-52.28
T;1;126.629;18.86;0.9;339;7.64;-74;-58.89
T;1;126.649;18.9;1.1;17;7.64;-79.92;-62.18
T;1;126.669;18.94;1.4;36;7.64;-86.1;-65.61
T;1;126.688;18.98;1.8;45;7.64;-93.48;-69.71
T;1;126.708;19.02;1.6;52;7.64;-96.63;-71.46
T;1;126.727;19.06;1.8;68;7.64;-100.75;-73.75
T;1;126.747;19.1;1.6;83;7.64;-106.51;-76.95
T;1;126.767;19.14;1.6;68;7.64;-110.2;-79
T;1;126.786;19.18;1.8;93;7.64;-112.54;-80.3
T;1;126.806;19.22;2.7;113;7.64;-105.27;-76.26
T;1;126.825;19.26;3.1;135;7.64;-88.96;-67.2
T;1;126.845;19.3;4.9;148;7.64;-74.58;-59.21
T;1;126.865;19.34;3.9;167;7.64;-61.2;-51.78
T;1;126.884;19.38;2.8;246;7.64;-61.53;-51.96
T;1;126.904;19.42;1.7;253;7.64;-46.68;-43.71
T;1;126.923;19.46;2;255;7.6;-41.78;-40.99
T;1;126.943;19.5;2.5;286;7.56;-39.24;-39.58
T;1;126.963;19.54;2.4;313;7.55;-29.38;-34.1
T;1;126.982;19.58;2.4;4;7.56;-26.91;-32.73
T;1;127.002;19.62;2.9;319;7.56;-22.32;-30.18
T;1;127.022;19.66;2.8;355;7.56;-27.24;-32.91
T;1;127.041;19.7;2.6;13;7.56;-29.65;-34.25
T;1;127.061;19.74;2.2;343;7.56;-33.23;-36.24
T;1;127.08;19.78;1.1;343;7.56;-46.01;-43.34
T;1;127.1;19.82;0.8;346;7.56;-62.05;-52.25
T;1;127.12;19.86;1.1;17;7.58;-73.43;-58.57
T;1;127.139;19.9;1.3;55;7.64;-79.11;-61.73
T;1;127.159;19.94;0.9;72;7.65;-85.86;-65.48
T;1;127.178;19.98;1.5;70;7.64;-91.75;-68.75
T;1;127.198;20.02;1.7;47;7.64;-96.74;-71.52
T;1;127.218;20.06;2.6;58;7.66;-100.68;-73.71
T;1;127.237;20.1;1.8;69;7.64;-104.26;-75.7
T;1;127.257;20.14;3.6;74;7.56;-107.43;-77.46
T;1;127.277;20.18;3.7;80;7.56;-105.99;-76.66
T;1;127.296;20.22;4;78;7.56;-107.09;-77.27
T;1;127.316;20.26;3.9;85;7.56;-87.18;-66.21
T;1;127.336;20.3;3.7;109;7.64;-72.11;-57.84
T;1;127.355;20.34;4.1;117;7.64;-60.48;-51.38
T;1;127.375;20.38;4.3;171;7.59;-53.27;-47.37
T;1;127.394;20.42;2.6;162;7.56;-47.11;-43.95
T;1;127.414;20.46;1.9;156;7.56;-39.51;-39.73
T;1;127.434;20.5;1.9;315;7.56;-37.91;-38.84
T;1;127.453;20.54;1.8;11;7.56;-19.8;-28.78
T;1;127.473;20.58;2.6;347;7.56;-24.54;-31.41
T;1;127.493;20.62;2.3;319;7.56;-26.99;-32.77
T;1;127.512;20.66;1.8;5;7.56;-20.9;-29.39
T;1;127.532;20.7;1.5;17;7.56;-21.75;-29.86
T;1;127.552;20.74;2.4;329;7.56;-30.78;-34.88
T;1;127.571;20.78;1.1;326;7.56;-44.81;-42.67
T;1;127.591;20.82;1;354;7.56;-62.07;-52.26
T;1;127.611;20.86;1.4;0;7.56;-73.34;-58.52
T;1;127.63;20.9;1.5;8;7.64;-79.51;-61.95
T;1;127.65;20.94;1.5;4;7.7;-85.61;-65.34
T;1;127.67;20.98;1.6;18;7.64;-93.48;-69.71
T;1;127.689;21.02;1.1;73;7.64;-100.23;-73.46
T;1;127.709;21.06;1.2;75;7.58;-101.65;-74.25
T;1;127.729;21.1;1.7;111;7.56;-98.14;-72.3
T;1;127.748;21.14;3.4;95;7.56;-109.53;-78.63
T;1;127.768;21.18;3.9;99;7.56;-114.45;-81.36
T;1;127.787;21.22;4;106;7.54;-106.85;-77.14
T;1;127.807;21.26;5.2;118;7.56;-94.05;-70.03
T;1;127.827;21.3;5.4;133;7.63;-79.35;-61.86
T;1;127.846;21.34;5.6;130;7.61;-67.5;-55.28
T;1;127.866;21.38;4;138;7.56;-50.73;-45.96
T;1;127.886;21.42;2.2;158;7.55;-40.97;-40.54
T;1;127.905;21.46;2.2;198;7.56;-36.89;-38.27
T;1;127.925;21.5;1.8;122;7.57;-35.34;-37.41
T;1;127.945;21.54;2.7;349;7.56;-25.51;-31.95
T;1;127.965;21.58;2.6;11;7.56;-24.65;-31.47
T;1;127.984;21.62;2.3;354;7.56;-24.56;-31.42
T;1;128.004;21.66;2.4;43;7.56;-20.42;-29.12
T;1;128.023;21.7;3.4;38;7.56;-24.02;-31.12
T;1;128.043;21.74;3.1;23;7.56;-32.04;-35.58
T;1;128.063;21.78;1.2;10;7.56;-46.14;-43.41
T;1;128.083;21.82;0.6;9;7.56;-62.72;-52.62
T;1;128.102;21.86;1.7;22;7.56;-74.65;-59.25
T;1;128.122;21.9;2.1;34;7.56;-81.53;-63.07
T;1;128.142;21.94;2.9;41;7.62;-87;-66.11
T;1;128.161;21.98;1.8;71;7.64;-93.91;-69.95
T;1;128.181;22.02;1.7;83;7.57;-98.79;-72.66
T;1;128.201;22.06;1.4;77;7.55;-101.36;-74.09
T;1;128.22;22.1;2.9;78;7.56;-105.61;-76.45
T;1;128.24;22.14;2.1;65;7.56;-109.88;-78.82
T;1;128.26;22.18;2.9;74;7.56;-112.95;-80.53
T;1;128.279;22.22;3.3;84;7.56;-107.5;-77.5
T;1;128.299;22.26;5.7;107;7.56;-97.31;-71.84
T;1;128.319;22.3;6.2;118;7.56;-81.29;-62.94
T;1;128.339;22.34;5.9;132;7.56;-67.49;-55.27
T;1;128.358;22.38;3.9;185;7.56;-52.94;-47.19
T;1;128.378;22.42;3.5;195;7.56;-48.3;-44.61
T;1;128.398;22.46;2.3;171;7.56;-40.29;-40.16
T;1;128.417;22.5;2.2;197;7.56;-37.95;-38.86
T;1;128.437;22.54;2.1;262;7.56;-29.24;-34.02
T;1;128.457;22.58;2.1;0;7.56;-25.73;-32.07
T;1;128.476;22.62;2.2;278;7.56;-24.7;-31.5
T;1;128.496;22.66;1.7;9;7.56;-23.78;-30.99
T;1;128.516;22.7;1.5;60;7.56;-26.37;-32.43
T;1;128.535;22.74;1;45;7.56;-34.44;-36.91
T;1;128.555;22.78;0.4;0;7.56;-47.29;-44.05
T;1;128.575;22.82;0.4;45;7.56;-62.05;-52.25
T;1;128.595;22.86;0.8;56;7.56;-73.53;-58.63
T;1;128.614;22.9;0.9;60;7.56;-77.57;-60.87
T;1;128.634;22.94;1.1;49;7.58;-83.45;-64.14
T;1;128.654;22.98;0.8;67;7.59;-85.92;-65.51
T;1;128.673;23.02;1.7;83;7.56;-97.65;-72.03
T;1;128.693;23.06;2.5;97;7.55;-103.43;-75.24
T;1;128.713;23.1;3;122;7.56;-104.78;-75.99
T;1;128.733;23.14;3.7;128;7.56;-105.27;-76.26
T;1;128.752;23.18;4.2;127;7.56;-106.96;-77.2
T;1;128.772;23.22;3.6;133;7.56;-100.98;-73.88
T;1;128.792;23.26;3.8;144;7.56;-87.99;-66.66
T;1;128.811;23.3;4.7;156;7.56;-74.13;-58.96
T;1;128.831;23.34;5.1;179;7.56;-65.33;-54.07
T;1;128.851;23.38;4.7;218;7.56;-59.03;-50.57
T;1;128.871;23.42;4.4;220;7.57;-51.05;-46.14
T;1;128.89;23.46;3.4;228;7.56;-44.32;-42.4
T;1;128.91;23.5;3;252;7.56;-38.97;-39.43
T;1;128.93;23.54;2.8;240;7.56;-34.02;-36.68
T;1;128.949;23.58;2.9;295;7.56;-29.11;-33.95
T;1;128.969;23.62;2.6;276;7.56;-23.82;-31.01
T;1;128.989;23.66;2.2;310;7.56;-29.07;-33.93
T;1;129.009;23.7;1.9;0;7.56;-32.39;-35.77
T;1;129.028;23.74;2;354;7.56;-35.3;-37.39
T;1;129.048;23.78;0.8;0;7.56;-49.2;-45.11
T;1;129.068;23.82;0.7;0;7.56;-66.51;-54.73
T;1;129.088;23.86;0.7;63;7.56;-73.8;-58.78
T;1;129.107;23.9;1;72;7.56;-81.09;-62.83
T;1;129.127;23.94;1.5;86;7.62;-87.84;-66.58
T;1;129.147;23.98;1.3;72;7.64;-94.9;-70.5
T;1;129.167;24.02;1.3;76;7.56;-99.22;-72.9
T;1;129.186;24.06;1.7;97;7.54;-103.77;-75.43
T;1;129.206;24.1;2.6;108;7.56;-105.81;-76.56
T;1;129.226;24.14;2.5;114;7.57;-107.57;-77.54
T;1;129.246;24.18;5.7;112;7.57;-113.17;-80.65
T;1;129.265;24.22;6.1;115;7.57;-106.76;-77.09
T;1;129.285;24.26;5;128;7.56;-89.84;-67.69
T;1;129.305;24.3;4.9;149;7.56;-73.01;-58.34
T;1;129.325;24.34;4.2;167;7.56;-63;-52.78
T;1;129.344;24.38;5.5;212;7.56;-67.83;-55.46
T;1;129.364;24.42;2.9;231;7.56;-48.78;-44.88
T;1;129.384;24.46;2.7;261;7.56;-44.64;-42.58
T;1;129.404;24.5;3.7;291;7.56;-44.97;-42.76
T;1;129.423;24.54;2.8;311;7.56;-31.02;-35.01
T;1;129.443;24.58;3.2;261;7.56;-28.07;-33.37
T;1;129.463;24.62;2.3;342;7.56;-26.95;-32.75
T;1;129.483;24.66;2.6;320;7.56;-27.09;-32.83
T;1;129.502;24.7;1.6;48;7.56;-22;-30
T;1;129.522;24.74;1.7;345;7.56;-32.28;-35.71
T;1;129.542;24.78;1;328;7.56;-46.8;-43.78
T;1;129.562;24.82;0.9;346;7.56;-63.69;-53.16
T;1;129.581;24.86;1.4;27;7.56;-74.52;-59.18
T;1;129.601;24.9;1.8;56;7.56;-81.31;-62.95
T;1;129.621;24.94;1.2;75;7.56;-80.3;-62.39
T;1;129.641;24.98;1.6;75;7.56;-92.72;-69.29
T;1;129.66;25.02;2.3;87;7.56;-94.63;-70.35
T;1;129.68;25.06;2.2;98;7.56;-102.06;-74.48
T;1;129.7;25.1;2.6;118;7.56;-104.4;-75.78
T;1;129.72;25.14;4.6;114;7.56;-109.62;-78.68
T;1;129.74;25.18;4.5;104;7.56;-112.77;-80.43
T;1;129.759;25.22;5.7;111;7.56;-107.57;-77.54
T;1;129.779;25.26;5.6;116;7.56;-96.21;-71.23
T;1;129.799;25.3;5.1;124;7.56;-81.87;-63.26
T;1;129.819;25.34;3.5;143;7.56;-63.92;-53.29
T;1;129.838;25.38;2.1;215;7.56;-51.38;-46.32
T;1;129.858;25.42;2.1;212;7.56;-45.26;-42.92
T;1;129.878;25.46;2;243;7.56;-43.24;-41.8
T;1;129.898;25.5;1.6;321;7.56;-40.5;-40.28
T;1;129.918;25.54;2.3;266;7.56;-30.8;-34.89
T;1;129.937;25.58;1.9;37;7.56;-25.44;-31.91
T;1;129.957;25.62;2.4;16;7.56;-24.03;-31.13
T;1;129.977;25.66;2;322;7.56;-26;-32.22
T;1;129.997;25.7;2.4;11;7.56;-28.53;-33.63
T;1;130.016;25.74;3.2;4;7.56;-33.84;-36.58
T;1;130.036;25.78;1.8;354;7.56;-49.25;-45.14
T;1;130.056;25.82;1.2;31;7.56;-64.55;-53.64
T;1;130.076;25.86;1.8;16;7.56;-73.82;-58.79
T;1;130.096;25.9;1.9;18;7.56;-81.45;-63.03
T;1;130.115;25.94;1.8;47;7.56;-89.97;-67.76
T;1;130.135;25.98;2;62;7.56;-95.94;-71.08
T;1;130.155;26.02;2.2;79;7.56;-100.98;-73.88
T;1;130.175;26.06;2;66;7.56;-105.68;-76.49
T;1;130.195;26.1;2.7;66;7.56;-110.42;-79.12
T;1;130.214;26.14;2.9;74;7.56;-113.69;-80.94
T;1;130.234;26.18;5.7;111;7.56;-103.52;-75.29
T;1;130.254;26.22;5.1;116;7.56;-103.27;-75.15
T;1;130.274;26.26;6.3;118;7.56;-95.85;-71.03
T;1;130.294;26.3;5.9;119;7.56;-80.86;-62.7
T;1;130.313;26.34;5.6;118;7.56;-69.56;-56.42
T;1;130.333;26.38;3.6;175;7.56;-45.94;-43.3
T;1;130.353;26.42;2.8;157;7.56;-42.36;-41.31
T;1;130.373;26.46;2.1;153;7.56;-37.26;-38.48
T;1;130.393;26.5;1.8;135;7.56;-31.77;-35.43
T;1;130.413;26.54;2.2;158;7.56;-22.86;-30.48
T;1;130.432;26.58;2.1;90;7.56;-19.88;-28.82
T;1;130.452;26.62;2.2;86;7.56;-19.28;-28.49
T;1;130.472;26.66;1.4;112;7.52;-17.34;-27.41
T;1;130.492;26.7;2.1;39;7.48;-21.78;-29.88
T;1;130.512;26.74;3;40;7.5;-33;-36.11
T;1;130.531;26.78;2.1;29;7.56;-48.01;-44.45
T;1;130.551;26.82;1.1;45;7.56;-65.09;-53.94
T;1;130.571;26.86;2.3;34;7.56;-75.73;-59.85
T;1;130.591;26.9;2.5;48;7.56;-82.93;-63.85
T;1;130.611;26.94;1.9;68;7.56;-89.63;-67.57
T;1;130.631;26.98;3.3;68;7.56;-93.05;-69.47
T;1;130.65;27.02;1.8;83;7.56;-99.6;-73.11
T;1;130.67;27.06;3.7;106;7.56;-102.08;-74.49
T;1;130.69;27.1;5.3;98;7.56;-107.86;-77.7
T;1;130.71;27.14;4.6;105;7.56;-112.11;-80.06
T;1;130.73;27.18;5.6;110;7.56;-113.03;-80.57
T;1;130.75;27.22;4.8;103;7.56;-107.9;-77.72
T;1;130.769;27.26;3.1;104;7.56;-100.52;-73.62
T;1;130.789;27.3;6.7;134;7.56;-84.15;-64.53
T;1;130.809;27.34;5.7;147;7.56;-68.78;-55.99
T;1;130.829;27.38;4.6;177;7.56;-52.11;-46.73
T;1;130.849;27.42;3.3;195;7.56;-47.38;-44.1
T;1;130.868;27.46;2.3;225;7.56;-42.18;-41.21
T;1;130.888;27.5;1;-180;7.56;-33.34;-36.3
T;1;130.908;27.54;2.4;4;7.56;-27.31;-32.95
T;1;130.928;27.58;2.2;7;7.56;-30.12;-34.51
T;1;130.948;27.62;2.5;324;7.56;-26.05;-32.25
T;1;130.968;27.66;2.4;14;7.56;-20.74;-29.3
T;1;130.988;27.7;1.7;349;7.56;-24.79;-31.55
T;1;131.007;27.74;1.5;12;7.56;-33.45;-36.36
T;1;131.027;27.78;0.8;344;7.56;-48.62;-44.79
T;1;131.047;27.82;1.2;45;7.56;-65.74;-54.3
T;1;131.067;27.86;1.2;38;7.56;-77.04;-60.58
T;1;131.087;27.9;1.3;45;7.56;-83.99;-64.44
T;1;131.107;27.94;1;53;7.56;-89;-67.22
T;1;131.127;27.98;1.1;63;7.56;-93.69;-69.83
T;1;131.146;28.02;2.1;73;7.56;-99.06;-72.81
T;1;131.166;28.06;1.5;82;7.56;-103.92;-75.51
T;1;131.186;28.1;1.7;97;7.56;-105.56;-76.42
T;1;131.206;28.14;4.7;108;7.56;-110.16;-78.98
T;1;131.226;28.18;5;109;7.56;-111.8;-79.89
T;1;131.246;28.22;4.5;110;7.56;-108.45;-78.03
T;1;131.266;28.26;5.8;123;7.56;-100.53;-73.63
T;1;131.285;28.3;6.5;136;7.56;-83.94;-64.41
T;1;131.305;28.34;5.2;157;7.56;-65.65;-54.25
T;1;131.325;28.38;3.9;169;7.56;-50.3;-45.72
T;1;131.345;28.42;3;191;7.56;-46.19;-43.44
T;1;131.365;28.46;2;141;7.56;-36.51;-38.06
T;1;131.385;28.5;1.8;236;7.56;-36.24;-37.91
T;1;131.405;28.54;1.2;63;7.56;-27.87;-33.26
T;1;131.424;28.58;2.2;74;7.56;-24.95;-31.64
T;1;131.444;28.62;2;31;7.56;-22.09;-30.05
T;1;131.464;28.66;2.1;5;7.53;-23.64;-30.91
T;1;131.484;28.7;2.3;354;7.48;-31.86;-35.48
T;1;131.504;28.74;1.9;357;7.47;-35.9;-37.72
T;1;131.524;28.78;1.1;0;7.56;-50.89;-46.05
T;1;131.544;28.82;1.2;35;7.56;-65.18;-53.99
T;1;131.564;28.86;1.4;21;7.56;-75.15;-59.53
T;1;131.583;28.9;1.5;25;7.56;-82.01;-63.34
T;1;131.603;28.94;1.5;48;7.56;-89.1;-67.28
T;1;131.623;28.98;1.5;70;7.56;-94.04;-70.02
T;1;131.643;29.02;1.6;90;7.56;-96.2;-71.22
T;1;131.663;29.06;1.5;82;7.57;-99.72;-73.18
T;1;131.683;29.1;2;87;7.56;-106.6;-77
T;1;131.703;29.14;4.2;107;7.51;-107.57;-77.54
T;1;131.723;29.18;4.3;106;7.52;-108.33;-77.96
T;1;131.743;29.22;4.7;113;7.55;-105.75;-76.53
T;1;131.762;29.26;6;111;7.56;-100.07;-73.37
T;1;131.782;29.3;6.7;120;7.56;-82.14;-63.41
T;1;131.802;29.34;6.6;139;7.56;-69.5;-56.39
T;1;131.822;29.38;4.3;148;7.56;-55.17;-48.43
T;1;131.842;29.42;2.7;165;7.56;-43.26;-41.81
T;1;131.862;29.46;2.2;141;7.56;-39.15;-39.53
T;1;131.882;29.5;3.7;191;7.56;-38.51;-39.17
T;1;131.902;29.54;2.1;305;7.57;-31.97;-35.54
T;1;131.922;29.58;2.5;302;7.56;-24.3;-31.28
T;1;131.942;29.62;2.3;281;7.53;-24.79;-31.55
T;1;131.962;29.66;1.8;18;7.5;-21.8;-29.89
T;1;131.981;29.7;1.8;8;7.47;-24.07;-31.15
T;1;132.001;29.74;1.2;355;7.47;-33.39;-36.33
T;1;132.021;29.78;0.7;0;7.52;-50.26;-45.7
T;1;132.041;29.82;1;29;7.47;-64.64;-53.69
T;1;132.061;29.86;1.2;24;7.56;-75.14;-59.52
T;1;132.081;29.9;1.2;79;7.56;-80.41;-62.45
T;1;132.101;29.94;1.3;76;7.55;-87.7;-66.5
T;1;132.121;29.98;1.5;99;7.56;-88.31;-66.84
T;1;132.141;30.02;1.1;68;7.56;-98.63;-72.57
T;1;132.161;30.06;1.3;61;7.53;-102.08;-74.49
T;1;132.18;30.1;2;69;7.49;-106.46;-76.92
T;1;132.2;30.14;2.7;63;7.47;-111.12;-79.51
T;1;132.22;30.18;3.9;80;7.47;-111.41;-79.67
T;1;132.24;30.22;4.5;94;7.52;-107.41;-77.45
T;1;132.26;30.26;6.7;114;7.56;-94.61;-70.34
T;1;132.28;30.3;8.1;130;7.56;-84.19;-64.55
T;1;132.3;30.34;5.6;153;7.56;-67.74;-55.41
T;1;132.32;30.38;3.9;178;7.56;-54.31;-47.95
T;1;132.34;30.42;2.9;203;7.56;-48.12;-44.51
T;1;132.36;30.46;2.1;210;7.56;-41.31;-40.73
T;1;132.38;30.5;1.9;-180;7.56;-43.42;-41.9
T;1;132.4;30.54;1.9;45;7.56;-27.71;-33.17
T;1;132.42;30.58;1.9;297;7.56;-21.39;-29.66
T;1;132.439;30.62;2.7;239;7.56;-26.99;-32.77
T;1;132.459;30.66;1.7;264;7.52;-21.17;-29.54
T;1;132.479;30.7;1.5;319;7.47;-24.11;-31.17
T;1;132.499;30.74;1.1;77;7.47;-27.81;-33.23
T;1;132.519;30.78;0.5;315;7.56;-48.96;-44.98
T;1;132.539;30.82;0.8;353;7.47;-65.33;-54.07
T;1;132.559;30.86;1.1;45;7.56;-75.06;-59.48
T;1;132.579;30.9;1.2;66;7.56;-82.03;-63.35
T;1;132.599;30.94;1.3;77;7.55;-87.59;-66.44
T;1;132.619;30.98;1.2;70;7.56;-90.98;-68.32
T;1;132.639;31.02;1.3;61;7.56;-96.97;-71.65
T;1;132.659;31.06;2.8;80;7.51;-99.63;-73.13
T;1;132.679;31.1;2.8;121;7.47;-103.43;-75.24
T;1;132.699;31.14;5.2;117;7.47;-106.2;-76.78
T;1;132.719;31.18;5;121;7.47;-107.64;-77.58
T;1;132.739;31.22;3.8;132;7.51;-102.89;-74.94
T;1;132.759;31.26;4.6;129;7.56;-94.68;-70.38
T;1;132.779;31.3;4.1;153;7.56;-75.89;-59.94
T;1;132.798;31.34;4.6;186;7.56;-69.07;-56.15
T;1;132.818;31.38;4.7;214;7.56;-66.03;-54.46
T;1;132.838;31.42;3.8;235;7.56;-50.12;-45.62
T;1;132.858;31.46;3.3;251;7.56;-42.74;-41.52
T;1;132.878;31.5;1.6;247;7.56;-42.36;-41.31
T;1;132.898;31.54;0.8;117;7.56;-33.36;-36.31
T;1;132.918;31.58;2.4;257;7.56;-21.59;-29.77
T;1;132.938;31.62;2.4;313;7.56;-25.2;-31.78
T;1;132.958;31.66;2.2;294;7.52;-28.57;-33.65
T;1;132.978;31.7;2.2;303;7.47;-30.05;-34.47
T;1;132.998;31.74;1.7;4;7.47;-32.82;-36.01
T;1;133.018;31.78;0.5;338;7.56;-47.42;-44.12
T;1;133.038;31.82;0.8;352;7.56;-62.97;-52.76
T;1;133.058;31.86;0.7;56;7.56;-74.43;-59.13
T;1;133.078;31.9;0.9;67;7.56;-80.82;-62.68
T;1;133.098;31.94;1.4;77;7.56;-85.52;-65.29
T;1;133.118;31.98;1.5;82;7.56;-89.86;-67.7
T;1;133.138;32.02;1.7;77;7.56;-96.32;-71.29
T;1;133.158;32.06;2.5;85;7.49;-100.5;-73.61
T;1;133.178;32.1;2.2;106;7.47;-103.86;-75.48
T;1;133.198;32.14;2.8;120;7.56;-104.4;-75.78
T;1;133.218;32.18;3.9;123;7.56;-108;-77.78
T;1;133.238;32.22;4.5;125;7.55;-102.91;-74.95
T;1;133.258;32.26;4.1;130;7.56;-93.15;-69.53
T;1;133.278;32.3;4.4;147;7.56;-76.09;-60.05
T;1;133.298;32.34;3.7;182;7.55;-64.35;-53.53
T;1;133.318;32.38;3;197;7.55;-57.21;-49.56
T;1;133.338;32.42;1.7;225;7.56;-47.36;-44.09
T;1;133.358;32.46;2.4;294;7.56;-41.66;-40.92
T;1;133.378;32.5;2.5;307;7.56;-39.05;-39.47
T;1;133.398;32.54;2.2;309;7.56;-30.6;-34.78
T;1;133.418;32.58;2.5;318;7.56;-27.96;-33.31
T;1;133.438;32.62;3;346;7.56;-25.02;-31.68
T;1;133.458;32.66;2.9;346;7.52;-27.33;-32.96
T;1;133.478;32.7;2.7;318;7.47;-29.99;-34.44
T;1;133.498;32.74;2.5;353;7.47;-33.5;-36.39
T;1;133.518;32.78;1;336;7.47;-47.34;-44.08
T;1;133.538;32.82;0.8;0;7.47;-63.33;-52.96
T;1;133.558;32.86;1.3;32;7.56;-74.13;-58.96
T;1;133.578;32.9;1.2;66;7.56;-82.55;-63.64
T;1;133.598;32.94;1.3;66;7.56;-87.93;-66.63
T;1;133.618;32.98;1.3;60;7.56;-93.42;-69.68
T;1;133.638;33.02;1.2;76;7.52;-97.1;-71.72
T;1;133.658;33.06;1.6;79;7.49;-102.57;-74.76
T;1;133.678;33.1;2.1;87;7.47;-107.54;-77.52
T;1;133.698;33.14;3.4;97;7.47;-111.15;-79.53
T;1;133.718;33.18;4.6;104;7.47;-113.67;-80.93
T;1;133.738;33.22;6.2;116;7.48;-110.02;-78.9
T;1;133.758;33.26;6.4;119;7.5;-103.58;-75.32
T;1;133.778;33.3;6.4;133;7.54;-82.68;-63.71
T;1;133.798;33.34;5.2;152;7.54;-67.11;-55.06
T;1;133.818;33.38;3.6;168;7.5;-56.04;-48.91
T;1;133.838;33.42;2.4;203;7.48;-47.09;-43.94
T;1;133.858;33.46;3;231;7.48;-47.6;-44.22
T;1;133.878;33.5;2.6;236;7.47;-41.44;-40.8
T;1;133.898;33.54;2.2;285;7.51;-33.23;-36.24
T;1;133.918;33.58;2.9;321;7.53;-26.41;-32.45
T;1;133.938;33.62;2.6;354;7.47;-22.95;-30.53
T;1;133.958;33.66;2.1;321;7.45;-27.02;-32.79
T;1;133.978;33.7;2.5;0;7.47;-29.58;-34.21
T;1;133.998;33.74;2.8;345;7.47;-34.19;-36.77
T;1;134.018;33.78;1.4;339;7.47;-50.66;-45.92
T;1;134.038;33.82;1;0;7.47;-65.04;-53.91
T;1;134.058;33.86;1.1;22;7.47;-75.14;-59.52
T;1;134.078;33.9;1.1;84;7.56;-79.76;-62.09
T;1;134.098;33.94;1.3;77;7.6;-88.28;-66.82
T;1;134.118;33.98;1.3;77;7.56;-93.86;-69.92
T;1;134.138;34.02;1.8;81;7.47;-98.88;-72.71
T;1;134.158;34.06;2.1;93;7.45;-103.56;-75.31
T;1;134.178;34.1;1.6;72;7.47;-107.93;-77.74
T;1;134.198;34.14;3;94;7.47;-110.87;-79.37
T;1;134.218;34.18;4.2;110;7.47;-111.5;-79.72
T;1;134.238;34.22;4.3;111;7.47;-111.19;-79.55
T;1;134.258;34.26;4.9;116;7.47;-98.72;-72.62
T;1;134.278;34.3;5.7;134;7.47;-81.76;-63.2
T;1;134.298;34.34;4.9;159;7.46;-66.75;-54.86
T;1;134.318;34.38;3.9;186;7.47;-58.54;-50.3
T;1;134.339;34.42;3.1;218;7.51;-49.63;-45.35
T;1;134.359;34.46;2.4;233;7.56;-43.29;-41.83
T;1;134.379;34.5;2.5;267;7.55;-41.06;-40.59
T;1;134.399;34.54;2.7;289;7.47;-31.85;-35.47
T;1;134.419;34.58;2.6;300;7.47;-25.55;-31.97
T;1;134.439;34.62;3;324;7.47;-26.05;-32.25
T;1;134.459;34.66;2.7;328;7.47;-25.15;-31.75
T;1;134.479;34.7;2.9;337;7.47;-30.05;-34.47
T;1;134.499;34.74;2.9;343;7.47;-34.29;-36.83
T;1;134.519;34.78;1.3;331;7.47;-50.44;-45.8
T;1;134.539;34.82;1;342;7.47;-65.33;-54.07
T;1;134.559;34.86;1;342;7.47;-75.26;-59.59
T;1;134.579;34.9;1.1;0;7.48;-82.43;-63.57
T;1;134.599;34.94;1;66;7.54;-88.64;-67.02
T;1;134.619;34.98;1.3;72;7.56;-94.2;-70.11
T;1;134.639;35.02;1.5;79;7.47;-98.14;-72.3
T;1;134.659;35.06;2.5;81;7.44;-102.05;-74.47
T;1;134.68;35.1;2.1;85;7.47;-107.88;-77.71
T;1;134.7;35.14;1.8;90;7.48;-111.26;-79.59
T;1;134.72;35.18;5.4;119;7.48;-105.07;-76.15
T;1;134.74;35.22;5.6;117;7.47;-104.15;-75.64
T;1;134.76;35.26;5;127;7.47;-94.36;-70.2
T;1;134.78;35.3;4.7;146;7.47;-78.54;-61.41
T;1;134.8;35.34;5;193;7.45;-68.8;-56
T;1;134.82;35.38;4.7;226;7.44;-60.36;-51.31
T;1;134.84;35.42;4.2;240;7.47;-53.73;-47.63
T;1;134.86;35.46;3.6;256;7.54;-43.24;-41.8
T;1;134.88;35.5;3.6;256;7.56;-41.22;-40.68
T;1;134.9;35.54;3.6;268;7.56;-34.26;-36.81
T;1;134.921;35.58;3.4;319;7.48;-30.01;-34.45
T;1;134.94;35.62;3.8;287;7.47;-28.8;-33.78
T;1;134.961;35.66;3.1;326;7.47;-31.18;-35.1
T;1;134.981;35.7;3.2;338;7.47;-31.54;-35.3
T;1;135.001;35.74;3.3;337;7.47;-35.21;-37.34
T;1;135.021;35.78;2.1;329;7.47;-50.91;-46.06
T;1;135.041;35.82;1.1;333;7.47;-67.2;-55.11
